,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq32,bq35,bq36,bq37,bq38,bq38_1,bq39_1,bq39_2,bq40,bq41,knowcode
2756,2,4,2,3,3,4,2,3,4,5,2,3,2,3,2,2,3,4,2,3,1,0,2,4,2,2,2,2,2,3,4,3,3,5,4,6,2,3,3,3,4,3,3,5,2,3,2,3,2,3,3,4,2,3,2,3,3,4,2,3,2,3,1,0,2,3,2,3,2,2,2,3,2,2,2,4,1,0,1,0,1,0,3,1,2,2,없음,없음,없음,1,2,6,2,4,3,3,4,4,3,2,3,2,3,3,3,3,3,4,4,3,4,3,3,3,2,3,3,2,3,2,3,1,10.0,2,2,2,2,2,2,2,2,4,4,3,4,1,없음,2,1,59,2,기계,1,1,1,4500,813201
2757,4,5,4,6,4,6,3,4,4,5,4,5,4,5,4,5,4,5,5,6,3,4,4,5,3,3,4,5,3,3,3,3,2,3,2,3,4,5,1,0,2,4,1,0,2,3,3,4,3,5,3,4,3,4,3,4,2,3,2,2,2,3,2,3,3,4,3,4,3,4,3,4,4,5,3,5,3,3,2,3,2,2,18,3,3,1,없음,없음,없음,1,5,5,4,3,2,2,4,3,3,2,3,3,4,3,2,3,2,3,3,4,3,3,3,2,4,3,2,3,2,3,2,4,35.0,2,2,2,2,2,2,2,2,3,4,4,3,2,교사,3,1,42,4,체육,1,3,2,3300,420301
2758,3,3,2,4,1,0,3,4,2,4,2,2,1,0,1,0,2,3,3,4,1,0,3,4,1,0,3,4,3,4,3,4,3,4,4,5,2,3,1,0,1,0,3,3,3,3,2,3,3,4,3,4,1,0,3,4,3,4,2,3,1,0,1,0,2,2,2,3,2,3,3,3,1,0,1,0,1,0,1,0,1,0,3,1,5,2,없음,없음,없음,2,0,4,3,2,3,1,3,2,2,2,1,3,3,2,2,2,3,3,3,3,3,4,4,1,2,3,3,3,3,3,3,3,20.0,2,2,2,2,2,2,2,2,4,4,2,2,2,없음,2,1,42,2,화학,1,1,1,6000,851101
2759,3,5,1,0,1,0,5,6,2,4,2,3,3,5,3,5,2,2,2,2,1,0,2,3,1,0,1,0,1,0,5,6,3,5,5,6,1,0,4,7,4,5,5,6,4,6,2,2,1,0,3,3,1,0,1,0,1,0,1,0,2,2,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,1,2,1,정비,없음,없음,2,0,1,2,4,2,3,4,3,3,3,3,4,3,3,4,3,4,3,3,3,3,2,3,4,4,2,3,4,3,2,4,3,10.0,2,2,1,2,2,2,2,2,3,4,2,1,2,없음,2,1,40,2,기계,1,1,1,3800,812401
2760,3,4,3,5,3,5,2,2,3,3,3,4,3,3,3,4,4,4,3,4,4,5,4,5,3,3,3,3,3,4,3,4,2,2,1,0,3,4,1,0,1,0,1,0,3,4,4,5,4,5,4,5,3,4,3,4,4,5,2,3,3,4,2,2,3,4,4,5,4,5,4,5,4,5,4,5,3,4,1,0,1,0,19,2,6,1,의학,의학,없음,2,0,6,6,4,3,2,4,4,3,2,3,3,4,3,2,2,2,4,4,4,3,4,4,4,4,2,3,4,4,3,3,5,20.0,2,1,1,2,2,2,2,2,4,4,4,4,2,연구원,3,2,37,5,의학,1,1,1,5000,301107
2761,3,4,3,4,3,4,3,4,3,4,2,3,3,4,3,4,3,4,3,4,2,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,2,2,4,3,4,2,2,3,4,3,4,3,4,3,4,3,4,3,4,2,2,2,2,2,3,4,1,2,1,전기,없음,없음,2,0,7,5,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,3,4,4,3,3,2,3,4,3,1,3,1,0.0,2,2,2,2,2,2,2,2,4,4,4,4,3,없음,1,1,43,4,전기,1,1,1,5200,153104
2762,5,6,5,6,5,7,1,0,5,6,4,6,4,6,3,5,4,6,4,6,2,2,4,6,4,6,3,4,3,4,2,3,2,2,2,2,2,3,3,4,2,2,1,0,1,0,3,5,3,5,3,5,4,5,4,6,4,5,4,5,4,5,3,4,3,3,4,4,2,2,2,3,3,3,3,3,2,2,1,0,1,0,18,1,4,2,없음,없음,없음,1,3,5,5,4,4,4,4,5,4,3,3,3,3,3,3,3,1,4,4,4,3,4,5,4,5,2,2,4,4,2,3,1,10.0,2,1,1,2,2,2,2,2,4,4,4,4,2,없음,2,1,46,4,국문,1,1,1,7000,412002
2763,3,4,3,5,4,4,1,0,1,0,2,2,3,3,4,5,3,5,2,4,2,2,5,7,5,7,3,5,4,6,1,0,1,0,2,3,5,7,4,5,1,0,1,0,4,6,5,7,3,5,2,3,1,0,3,3,3,4,1,0,2,1,1,0,2,3,4,5,1,0,3,3,3,3,1,0,3,3,3,3,2,2,18,1,2,2,없음,없음,없음,2,0,4,2,4,2,2,1,2,1,4,3,4,3,3,4,3,2,3,2,1,1,4,4,4,5,3,2,4,4,3,3,4,20.0,2,1,2,2,2,2,2,2,4,4,4,3,2,없음,1,1,24,2,없음,1,1,1,2700,420202
2764,4,5,3,4,4,5,5,6,4,6,3,4,4,6,4,5,4,5,4,5,3,4,3,4,4,5,5,7,5,6,5,7,5,6,5,6,3,5,4,7,5,6,5,7,5,7,5,6,4,5,4,6,4,6,4,7,4,5,4,6,5,7,5,7,4,6,5,6,5,6,4,6,4,6,4,5,2,2,2,2,3,4,6,4,1,1,기계,없음,없음,2,0,7,1,4,3,2,4,4,2,3,3,3,3,3,2,2,4,2,2,2,3,4,4,4,4,5,5,4,1,4,1,2,70.0,1,1,1,2,2,2,2,2,4,4,2,4,4,회사원,4,1,38,4,건축,1,4,2,4500,16101
2765,3,4,1,0,2,2,2,2,1,0,1,0,2,3,2,3,2,3,2,3,2,2,2,3,3,4,3,4,3,3,4,4,1,0,1,0,2,3,1,0,1,0,2,3,1,0,1,0,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,3,3,4,3,4,2,3,3,4,3,4,1,0,1,0,1,0,15,2,2,2,없음,없음,없음,2,0,7,5,4,3,4,4,4,3,2,2,2,2,2,2,2,4,2,2,3,2,1,2,2,2,1,2,2,3,2,3,1,5.0,2,2,2,2,2,2,2,2,4,3,3,3,3,없음,3,1,29,4,없음,1,1,1,1900,521303
2766,3,5,3,5,3,5,3,5,3,5,3,5,5,5,5,6,5,7,5,7,2,3,2,3,5,5,5,7,5,7,2,3,2,3,2,3,3,4,2,3,2,3,1,0,1,0,3,5,3,5,3,4,3,4,3,4,2,2,2,3,2,3,2,3,2,2,2,3,3,4,3,4,2,2,2,2,3,4,1,0,1,0,3,1,4,1,컴퓨터,없음,없음,1,2,7,4,2,2,2,2,2,2,4,4,4,4,4,3,3,4,2,2,4,3,3,3,2,3,4,3,3,2,3,2,2,50.0,2,1,1,2,2,2,2,2,3,4,2,3,2,없음,2,1,36,4,전자,1,1,1,3400,28401
2767,1,0,1,0,1,0,3,4,3,4,4,6,2,2,1,0,1,0,2,2,1,0,1,0,2,2,3,4,3,4,4,5,2,3,1,0,1,0,3,4,1,0,1,0,1,0,1,0,2,3,1,0,3,4,4,5,3,4,3,4,3,4,5,7,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,19,4,1,1,이용,없음,없음,1,6,6,1,4,2,1,5,4,3,3,4,3,4,3,2,1,3,4,3,4,3,2,2,3,2,3,2,3,1,2,3,2,10.0,2,2,2,2,2,2,2,2,4,4,3,4,2,없음,3,1,60,1,없음,2,6,0,1300,511101
2768,1,0,1,0,1,0,1,0,1,0,2,3,3,2,3,4,4,5,1,0,1,0,1,0,1,0,1,0,2,2,3,1,1,0,1,0,5,3,4,1,3,1,1,0,1,0,1,0,1,0,5,3,4,3,5,4,4,2,3,3,3,4,3,4,3,3,3,2,2,2,2,3,1,0,1,0,5,4,1,0,5,5,19,1,2,1,컴퓨터,없음,없음,2,0,7,2,4,2,3,4,3,4,4,4,5,5,5,4,3,1,5,5,3,3,2,3,1,1,3,1,3,3,4,2,2,50.0,2,2,2,2,2,2,2,2,3,4,5,4,3,없음,4,2,57,2,고졸,1,1,1,3200,27201
2769,3,5,1,0,3,4,1,0,1,0,1,0,1,0,2,2,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,2,3,4,6,1,0,1,0,2,2,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,4,1,2,없음,없음,없음,2,0,7,5,3,2,2,4,4,3,3,3,4,4,3,2,2,2,4,4,3,2,2,2,2,2,3,2,2,2,3,2,2,50.0,2,1,2,2,2,2,2,2,4,5,4,5,3,없음,3,2,55,4,영문,2,6,0,2500,411201
2770,2,2,3,3,3,3,2,2,3,2,2,2,1,0,2,2,2,2,2,2,1,0,2,2,2,2,1,0,2,2,4,3,3,3,2,2,2,2,2,2,2,2,2,2,1,0,3,3,2,2,1,0,1,0,2,2,1,0,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,0,1,0,2,2,2,2,3,1,2,2,없음,없음,없음,2,0,7,1,2,2,2,4,3,3,2,3,4,4,4,2,3,3,4,3,2,3,3,2,2,2,4,3,3,3,2,3,1,10.0,2,2,2,2,2,2,2,2,3,3,3,2,2,없음,3,2,52,1,없음,1,1,1,1700,9999999
2771,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,0,1,0,2,3,1,0,1,0,1,0,2,3,2,2,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,3,3,4,3,4,4,4,1,0,3,4,4,5,2,3,3,4,3,4,1,0,3,4,1,0,1,0,1,0,2,4,8,1,2,2,없음,없음,없음,2,0,2,2,4,4,4,4,3,2,4,3,3,4,4,3,3,3,3,4,3,3,2,2,2,2,2,2,2,2,3,3,4,5.0,2,2,2,2,2,2,2,2,4,3,3,3,2,농업,2,1,50,2,없음,1,1,1,3800,522201
2772,5,6,5,7,5,7,1,0,1,0,3,4,4,7,5,7,5,7,4,5,3,4,4,4,5,6,4,6,4,6,1,0,1,0,1,0,4,6,1,0,1,0,1,0,3,3,5,6,4,5,4,4,4,5,3,4,3,4,4,6,4,5,5,6,4,5,4,6,4,5,5,6,4,6,4,5,5,6,5,6,4,6,16,5,5,2,없음,없음,없음,2,0,6,5,5,5,5,4,4,4,4,4,4,4,4,2,3,2,4,4,4,4,3,3,2,2,3,2,2,2,2,3,1,10.0,2,2,2,2,2,2,2,2,3,3,2,3,2,공무원,4,1,52,6,국문,1,1,1,11000,13204
2773,3,3,2,2,2,2,3,3,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,4,5,4,6,3,5,3,4,1,0,3,4,2,2,3,4,1,0,1,0,1,0,1,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,1,2,없음,없음,없음,2,0,7,2,2,2,1,3,2,2,2,2,3,3,3,2,2,3,2,2,4,3,4,3,2,3,4,3,3,2,3,2,4,30.0,1,1,1,1,2,2,2,2,4,4,3,4,2,일용직,3,1,35,2,토목,1,1,1,3000,883201
2774,4,5,3,4,3,4,3,5,3,3,4,4,4,4,3,4,3,4,4,4,3,3,4,4,3,4,4,4,4,4,3,4,3,3,2,3,1,0,1,0,2,2,2,2,2,3,3,3,3,3,2,3,2,2,4,5,4,4,3,5,2,3,2,3,3,2,2,2,2,3,3,2,2,3,2,3,2,3,2,3,2,3,18,1,2,2,없음,없음,없음,2,0,7,2,2,3,3,4,3,4,2,3,4,3,3,3,3,2,4,3,3,4,3,2,4,4,3,2,2,4,2,3,1,0.0,2,2,2,2,2,2,2,2,4,3,4,4,3,없음,3,1,66,2,인문,1,1,1,2600,9999999
2775,4,5,4,4,3,4,5,6,3,3,4,4,3,3,4,4,4,5,5,6,5,6,5,6,5,5,4,5,4,5,4,4,4,5,4,5,4,5,4,4,3,3,4,5,4,5,4,5,4,5,3,4,4,5,4,5,4,5,5,5,4,5,3,4,4,3,5,5,4,4,4,5,4,6,5,5,4,4,4,5,4,5,17,1,5,1,간호,없음,없음,1,5,5,5,4,4,4,4,3,3,4,4,5,5,4,4,4,4,4,4,4,2,4,4,4,2,2,2,2,2,2,2,2,20.0,2,2,2,2,1,1,2,2,4,4,4,4,3,없음,2,2,40,4,간호,1,1,1,3600,301004
2776,4,4,3,5,4,6,3,5,4,6,3,4,4,5,4,4,2,4,3,5,2,3,4,6,3,3,3,5,3,5,3,4,2,3,1,0,4,6,1,0,1,0,1,0,2,4,3,5,4,5,4,4,4,3,4,5,4,5,3,4,3,4,1,0,3,5,4,5,3,4,3,3,3,3,1,0,2,2,1,0,1,0,15,3,6,1,간호,없음,없음,2,0,3,4,4,4,3,3,3,2,3,3,3,4,3,4,4,3,4,3,2,2,4,4,5,4,3,3,5,3,3,3,3,40.0,2,1,1,2,1,2,2,2,3,4,3,2,3,학생,3,2,27,4,간호,1,1,1,3200,301004
2777,3,3,3,2,3,2,1,0,2,3,4,5,1,0,1,0,2,2,1,0,1,0,2,3,1,0,1,0,2,1,3,2,3,3,1,0,1,0,2,1,2,2,2,2,1,0,2,1,1,0,2,2,1,0,2,2,3,4,3,3,1,0,2,2,2,2,2,3,1,0,3,5,2,3,2,3,1,0,2,2,3,3,3,1,2,2,없음,없음,없음,2,0,2,2,3,3,3,3,4,3,4,4,3,4,3,4,4,3,2,3,2,4,2,4,2,4,3,4,3,2,3,2,2,10.0,1,1,1,1,2,2,2,2,4,4,2,3,1,없음,2,1,52,2,상업,1,1,1,5000,826101
2778,3,3,3,3,3,4,3,4,3,4,1,0,2,2,2,3,3,5,4,5,4,5,3,4,3,4,4,6,4,6,3,4,2,2,3,4,2,2,1,0,1,0,3,4,2,2,3,3,3,4,4,6,4,5,3,4,1,0,3,3,3,4,3,3,2,2,2,2,1,0,1,0,1,0,2,2,2,2,1,0,1,0,13,1,6,2,없음,없음,없음,1,2,2,4,3,3,3,4,3,2,3,3,4,4,3,2,3,3,3,3,2,3,4,4,3,3,4,3,4,2,2,2,3,10.0,2,2,2,2,2,2,2,2,3,2,2,2,1,없음,3,1,34,4,없음,1,1,1,3500,416401
2779,3,5,3,5,4,5,3,5,3,4,3,3,3,3,4,5,4,5,3,4,2,2,2,2,2,2,2,2,2,3,2,2,2,3,4,6,3,4,4,6,3,5,4,6,4,6,3,4,3,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,3,2,3,3,5,3,5,3,5,3,3,2,2,3,3,13,2,2,1,전기,전기,없음,2,0,5,4,4,3,3,3,4,3,5,4,3,3,4,3,3,2,3,3,3,2,2,2,1,1,2,2,2,3,2,3,1,10.0,2,2,1,2,1,1,2,2,2,2,2,2,2,없음,3,1,45,3,전기,1,1,1,3000,833001
2780,3,5,3,3,4,6,2,3,2,1,3,5,3,5,2,3,4,5,2,1,2,3,3,5,3,5,3,4,2,1,2,1,3,4,5,7,2,1,4,6,2,2,5,7,2,4,2,4,2,2,3,3,3,5,3,3,2,2,2,3,3,6,1,0,2,1,4,6,2,1,3,4,3,4,2,3,2,4,1,0,2,2,3,1,3,2,없음,없음,없음,1,3,3,3,3,2,3,4,3,4,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,2,2,2,2,35.0,1,1,1,1,2,1,1,1,3,3,3,4,2,없음,3,2,61,2,인문,1,1,1,2800,873401
2781,3,4,4,5,4,5,1,0,1,0,3,4,2,2,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,5,2,3,2,2,2,2,3,4,2,3,2,2,1,0,1,0,3,4,3,4,2,3,4,5,4,6,5,6,4,5,3,4,2,3,3,3,3,4,4,5,2,2,3,4,3,5,3,4,1,0,1,0,16,5,3,1,교육,없음,없음,1,2,7,5,4,3,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,5,4,4,4,2,3,4,2,3,3,3,10.0,2,1,1,2,1,2,2,2,4,4,4,4,2,없음,4,1,36,4,교육,1,1,1,4500,212301
2782,4,5,3,4,3,5,3,3,2,3,3,4,3,3,2,3,3,3,3,3,2,3,2,4,2,3,2,2,3,3,3,3,2,3,3,4,3,3,1,0,2,2,3,4,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,4,3,3,2,3,2,3,2,3,3,3,2,3,3,3,2,2,3,3,2,3,2,2,3,1,2,2,없음,없음,없음,2,0,3,5,4,3,3,4,3,3,3,3,4,4,4,4,4,2,3,3,4,4,3,3,2,3,3,3,3,3,2,3,1,5.0,1,1,1,2,2,2,2,2,4,4,3,3,3,없음,2,2,27,3,심리,1,1,1,2200,215105
2783,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,6,4,6,4,5,4,6,4,5,4,6,4,6,4,5,4,5,3,4,2,4,3,6,2,4,3,3,1,0,1,0,4,5,4,5,4,6,5,7,4,7,4,6,4,6,4,6,4,6,4,5,4,5,4,5,4,5,4,5,4,4,4,5,3,4,3,5,3,1,6,2,없음,없음,없음,1,6,6,5,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,2,3,5,10.0,1,1,1,1,1,1,1,1,4,5,4,5,4,프로그래머,4,1,41,4,물리,1,1,1,7000,12301
2784,1,0,3,3,3,3,3,4,3,3,1,0,3,3,1,0,3,3,4,5,4,3,3,4,3,4,3,3,3,3,4,5,4,4,4,5,1,0,4,4,3,3,4,4,3,3,1,0,1,0,3,3,1,0,4,3,1,0,1,0,3,3,1,0,3,3,3,3,1,0,1,0,3,3,3,3,1,0,1,0,3,3,8,4,1,1,운전면허,없음,없음,2,0,2,2,4,2,2,3,2,2,3,3,3,4,3,2,2,3,2,3,3,3,4,4,3,4,3,3,3,2,2,2,5,15.0,2,2,1,2,2,2,2,2,2,4,3,3,2,없음,3,1,55,2,고졸,2,6,0,6000,622304
2785,5,7,3,4,3,4,1,0,1,0,1,0,4,6,5,7,5,7,5,7,3,5,4,5,5,6,4,5,4,5,2,2,2,2,1,0,4,4,1,0,1,0,1,0,1,0,4,5,5,6,5,6,4,5,5,6,5,6,5,7,5,6,5,6,4,6,5,6,5,7,2,3,4,6,5,7,4,6,2,2,1,0,16,5,4,1,교육,없음,없음,1,2,7,5,4,5,5,5,5,5,3,3,3,4,3,2,2,2,4,4,4,3,3,3,3,3,4,3,3,2,3,2,3,30.0,2,1,1,2,2,2,2,2,3,3,3,3,3,없음,4,2,31,4,없음,1,1,1,4000,212102
2786,2,3,3,3,2,3,1,0,2,3,4,4,1,0,3,5,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,1,1,0,1,0,2,2,1,0,1,0,1,0,1,0,2,2,2,3,4,4,4,4,4,4,3,4,1,0,3,4,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,1,2,2,없음,없음,없음,1,1,7,2,3,3,3,4,3,4,3,1,2,3,3,2,2,3,3,3,4,2,2,2,3,3,2,2,2,1,3,1,4,40.0,2,2,2,2,2,1,2,2,3,3,3,2,1,없음,4,2,26,4,없음,1,1,1,1900,512201
2787,4,4,4,5,4,6,4,6,4,6,4,6,4,5,4,5,4,5,4,5,4,5,4,6,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,3,5,4,5,4,4,4,5,4,4,4,5,4,5,5,6,5,7,4,5,4,5,4,5,4,5,4,6,4,5,4,5,4,5,4,5,4,5,4,5,3,5,17,2,4,1,간호,없음,없음,1,5,5,4,4,3,3,3,4,3,3,2,4,4,4,4,3,2,4,4,2,2,3,4,4,4,4,3,3,5,2,3,1,20.0,2,2,2,1,2,2,1,1,4,5,4,4,3,없음,4,2,47,4,간호,1,1,1,5000,301004
2788,3,4,2,2,2,2,1,0,1,0,1,0,3,4,3,4,2,3,3,4,3,4,4,5,3,4,4,6,4,5,4,5,1,0,1,0,4,6,1,0,1,0,1,0,1,0,4,5,3,4,3,4,3,4,3,4,2,2,4,5,2,2,3,4,2,2,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,15,6,1,2,없음,없음,없음,2,0,7,6,4,4,4,5,5,5,4,3,3,4,4,4,3,2,4,3,4,3,3,4,4,3,3,3,4,4,3,2,3,50.0,2,2,2,2,2,2,2,2,4,3,4,4,3,없음,3,2,49,4,없음,2,6,0,6000,411202
2789,3,3,3,3,3,4,3,4,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,4,5,4,5,5,4,4,4,4,4,4,4,4,5,4,5,4,4,3,4,5,5,5,5,4,5,4,5,3,3,3,4,4,4,3,4,4,5,4,5,3,4,3,4,3,4,3,3,1,0,1,0,4,2,4,1,전기,전기,없음,1,5,5,4,5,5,5,4,5,4,4,4,4,5,5,4,4,2,5,4,5,3,3,4,2,3,3,2,2,3,3,2,5,30.0,1,1,1,1,2,2,2,1,3,3,4,4,4,학생,2,1,42,3,전기,1,1,1,7000,833001
2790,4,4,3,4,4,3,1,0,1,0,1,0,1,0,4,3,2,2,2,3,1,0,4,1,4,3,3,3,1,0,2,3,4,4,1,0,1,0,1,0,1,0,1,0,1,0,4,3,2,1,3,4,5,4,4,4,3,4,5,5,3,4,4,4,1,0,2,2,2,2,2,2,1,0,4,3,2,2,1,0,4,3,17,1,2,1,없음,없음,없음,2,0,4,3,4,3,3,3,3,2,2,2,3,4,3,2,3,3,3,2,3,3,4,4,4,3,3,3,4,3,3,4,5,30.0,2,2,2,2,2,2,2,2,4,4,4,4,1,없음,2,2,34,4,국문,1,3,2,3300,29202
2791,4,5,3,5,4,6,2,3,2,3,2,3,3,5,2,4,3,4,2,4,3,5,4,6,4,5,2,3,3,4,3,3,2,3,2,3,3,4,1,0,2,2,2,2,2,2,3,5,2,4,2,4,3,4,2,4,5,6,4,5,3,3,1,0,2,3,2,3,2,3,2,3,4,5,3,4,2,3,2,3,3,4,17,3,6,1,의학,없음,없음,1,6,6,7,4,5,5,5,5,3,4,4,4,4,4,4,4,1,5,5,5,4,3,5,5,5,3,2,4,3,3,2,6,10.0,2,1,1,1,2,2,2,2,4,4,4,4,3,없음,2,2,35,5,의학,1,1,1,8000,301110
2792,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,4,4,3,4,3,4,4,1,0,1,0,3,3,1,0,1,0,1,0,1,0,2,2,2,2,4,4,4,4,4,4,3,4,3,4,4,5,4,4,4,4,4,5,2,2,4,4,3,3,2,2,1,0,1,0,1,0,7,1,2,2,없음,없음,없음,2,0,7,2,2,2,2,3,3,2,3,3,3,3,3,3,2,4,2,1,2,3,3,4,4,4,3,3,4,4,2,3,1,0.0,2,2,2,2,2,2,2,2,3,3,2,3,3,없음,3,1,35,3,식품,1,1,1,2400,612101
2793,3,2,3,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,3,3,3,3,1,0,3,2,4,3,4,4,4,4,1,0,3,3,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,1,0,2,2,3,2,1,0,2,2,2,2,3,3,2,2,2,2,2,2,1,0,1,0,1,0,3,1,2,1,없음,없음,없음,1,3,3,2,2,2,2,3,3,2,3,3,4,4,3,2,2,4,3,3,2,3,3,2,2,4,3,3,3,2,3,2,4,30.0,2,1,1,1,2,1,2,2,4,4,3,3,2,없음,3,1,54,2,없음,1,1,1,3200,822301
2794,3,4,4,5,3,4,1,0,1,0,1,0,1,0,5,5,4,5,2,2,1,0,2,2,1,0,1,0,2,4,2,2,1,0,1,0,5,6,1,0,1,0,1,0,1,0,4,5,1,0,4,4,2,3,4,5,2,2,3,4,3,3,5,5,4,5,4,6,1,0,4,6,3,3,1,0,3,5,1,0,1,0,11,1,2,2,없음,없음,없음,1,3,7,2,4,4,3,3,4,4,4,5,5,5,5,3,4,2,3,3,3,2,4,4,5,3,4,4,4,4,2,3,4,10.0,2,2,2,2,2,2,1,1,4,4,4,4,2,없음,3,2,31,2,없음,1,1,1,3500,32401
2795,3,4,4,5,4,5,4,5,4,5,3,3,4,5,3,4,4,5,3,4,4,5,4,5,4,5,3,4,4,5,4,5,4,5,3,4,3,4,2,2,4,5,4,5,4,5,3,3,3,4,3,3,4,5,3,3,4,5,4,5,4,5,3,4,4,5,4,5,3,4,4,5,3,4,4,5,3,4,4,5,3,4,16,1,2,2,없음,없음,없음,2,0,7,2,3,4,4,4,3,3,4,4,4,5,4,3,3,2,3,3,4,3,3,4,3,4,3,2,3,2,3,2,4,25.0,2,2,2,2,2,2,2,2,4,3,4,4,3,없음,4,1,41,4,없음,1,1,1,1900,884101
2796,1,0,2,2,1,0,1,0,1,0,3,2,1,0,1,0,1,0,2,3,1,0,1,0,1,0,2,2,2,3,4,5,2,4,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,2,2,1,0,2,4,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,14,1,2,2,없음,없음,없음,2,0,7,1,2,3,1,3,3,3,4,3,4,4,4,3,2,2,4,3,3,4,3,2,3,3,3,2,3,2,4,1,2,20.0,2,2,2,2,2,1,1,2,4,3,2,2,2,회사원,3,1,70,1,없음,1,3,2,2000,542001
2797,3,5,3,4,4,5,4,5,3,4,2,4,3,4,3,5,4,4,2,3,1,0,3,4,3,4,3,3,3,3,1,0,3,5,3,4,3,4,4,5,3,5,3,4,2,3,4,5,3,5,3,4,3,2,3,4,1,0,1,0,3,3,3,4,4,5,3,4,2,4,2,4,3,5,3,4,3,5,3,5,3,3,3,1,3,1,없음,없음,없음,2,0,2,2,1,1,1,2,2,2,2,3,4,3,3,2,2,4,2,2,3,4,4,4,1,4,4,2,4,2,3,4,2,60.0,1,1,1,2,2,2,2,2,4,4,3,2,2,없음,2,1,26,2,고졸,1,1,1,2200,882201
